31356,0.21077
25579,0.237062
30689,0.21072
23978,0.263592
29545,0.272364
29705,0.20206
27182,0.31056
32915,0.187974
28215,0.195028
30946,0.245056
26872,0.268204
28564,0.221676
26587,0.251854
27849,0.250602
28802,0.256036
27940,0.235144
27099,0.19286
27748,0.264782
26774,0.274798
27116,0.253488
27850,0.305774
29897,0.184458
27992,0.214288
30799,0.209052
26703,0.234848
26431,0.199324
27007,0.228472
32166,0.213032
27451,0.228724
28886,0.206042
27648,0.261728
28755,0.21594
27565,0.209222
26371,0.21866
27963,0.226226
30032,0.199238
28044,0.23223
31612,0.187966
27998,0.243768
30935,0.202954
30893,0.18743
27612,0.24402
29931,0.195476
29051,0.258894
29023,0.242884
25626,0.258296
23753,0.257828
30468,0.252472
32830,0.18803
28727,0.201654
29546,0.234706
28907,0.195988
28730,0.211932
24250,0.257408
24716,0.264302
28833,0.274694
34066,0.208322
28632,0.218158
30496,0.22133
23016,0.31948
30245,0.162236
28428,0.29792
29535,0.203778
29037,0.184144
27393,0.249228
31481,0.217832
26256,0.266458
28333,0.237842
29760,0.242618
31092,0.214504
26623,0.247082
28037,0.203894
26805,0.26587
25929,0.253708
31616,0.15685
31106,0.21778
31624,0.198958
29592,0.225932
29167,0.2435
28071,0.256268
29456,0.193378
30268,0.21084
26072,0.253316
32308,0.222738
27099,0.245338
29475,0.230366
28180,0.230374
28154,0.20917
25621,0.279952
28793,0.201558
28428,0.17725
32590,0.179448
28099,0.196754
29905,0.216138
27175,0.204384
31485,0.226546
25774,0.228452
27333,0.239298
26568,0.253552
27340,0.29122
