[scope.glitch.width,scope.glitch.offset,scope.glitch.repeat,scope.glitch.ext_offset,good/bad/crash]
-8.984375,-38.28125,3,124287590,good
-8.984375,-38.28125,3,164608710,good
-8.984375,-38.28125,3,100210159,bad
-8.984375,-38.28125,3,143416703,bad
-8.984375,-38.28125,3,74377781,good
-8.984375,-38.28125,3,49967904,bad
-8.984375,-38.28125,3,3454794,good
-8.984375,-38.28125,3,90818563,good
-8.984375,-38.28125,3,134964536,good
-8.984375,-38.28125,3,124479301,good
-8.984375,-38.28125,3,241135025,good
-8.984375,-38.28125,3,162322604,good
-8.984375,-38.28125,3,21693517,good
-8.984375,-38.28125,3,89663886,good
-8.984375,-38.28125,3,148785844,good
-8.984375,-38.28125,3,251359167,good
-8.984375,-38.28125,3,165530735,bad
-8.984375,-38.28125,3,21955745,good
-8.984375,-38.28125,3,195472614,good
-8.984375,-38.28125,3,101742300,bad
-8.984375,-38.28125,3,90953556,bad
-8.984375,-38.28125,3,242676882,bad
-8.984375,-38.28125,3,226874498,good
-8.984375,-38.28125,3,42186554,good
-8.984375,-38.28125,3,45212040,good
-8.984375,-38.28125,3,63890914,good
-8.984375,-38.28125,3,13779873,good
-8.984375,-38.28125,3,29782250,bad
-8.984375,-38.28125,3,71095437,good
-8.984375,-38.28125,3,135900563,good
-8.984375,-38.28125,3,234002011,good
-8.984375,-38.28125,3,247988669,good
-8.984375,-38.28125,3,158491933,good
-8.984375,-38.28125,3,16999365,bad
-8.984375,-38.28125,3,205978492,good
-8.984375,-38.28125,3,211955276,good
-8.984375,-38.28125,3,200278408,bad
-8.984375,-38.28125,3,54583360,good
-8.984375,-38.28125,3,246680219,good
-8.984375,-38.28125,3,78162521,bad
-8.984375,-38.28125,3,110037125,good
-8.984375,-38.28125,3,180988848,good
-8.984375,-38.28125,3,60210360,good
-8.984375,-38.28125,3,194805315,good
-8.984375,-38.28125,3,212868149,bad
-8.984375,-38.28125,3,226428203,good
-8.984375,-38.28125,3,238793755,good
-8.984375,-38.28125,3,23545112,good
