[scope.glitch.width,scope.glitch.offset,scope.glitch.repeat,scope.glitch.ext_offset,good/bad/crash]
-8.984375,-38.28125,3,44278288,good
-8.984375,-38.28125,3,112204316,bad
-8.984375,-38.28125,3,185157899,good
-8.984375,-38.28125,3,112214095,good
-8.984375,-38.28125,3,170456499,good
-8.984375,-38.28125,3,75499353,bad
-8.984375,-38.28125,3,128607552,bad
-8.984375,-38.28125,3,57985909,bad
-8.984375,-38.28125,3,212770897,bad
-8.984375,-38.28125,3,127412151,good
-8.984375,-38.28125,3,216856737,bad
-8.984375,-38.28125,3,137561424,good
-8.984375,-38.28125,3,49279729,bad
-8.984375,-38.28125,3,135582494,good
-8.984375,-38.28125,3,141612665,bad
-8.984375,-38.28125,3,63365897,good
-8.984375,-38.28125,3,211635458,good
-8.984375,-38.28125,3,853794,good
-8.984375,-38.28125,3,3790670,good
-8.984375,-38.28125,3,99602087,good
-8.984375,-38.28125,3,157132048,bad
-8.984375,-38.28125,3,114941678,good
-8.984375,-38.28125,3,18593119,bad
-8.984375,-38.28125,3,38902230,bad
-8.984375,-38.28125,3,213070916,good
-8.984375,-38.28125,3,201680981,bad
-8.984375,-38.28125,3,62344863,good
-8.984375,-38.28125,3,62463575,good
-8.984375,-38.28125,3,186272335,good
-8.984375,-38.28125,3,11364327,good
-8.984375,-38.28125,3,117267616,bad
-8.984375,-38.28125,3,198289983,good
-8.984375,-38.28125,3,206883598,bad
-8.984375,-38.28125,3,109191243,bad
-8.984375,-38.28125,3,165326737,good
-8.984375,-38.28125,3,118605592,good
-8.984375,-38.28125,3,9145610,good
-8.984375,-38.28125,3,88296299,good
-8.984375,-38.28125,3,144995238,bad
-8.984375,-38.28125,3,133560683,good
-8.984375,-38.28125,3,186271499,bad
-8.984375,-38.28125,3,31087458,good
-8.984375,-38.28125,3,174165268,bad
-8.984375,-38.28125,3,98904142,good
-8.984375,-38.28125,3,6234186,good
-8.984375,-38.28125,3,41557312,good
-8.984375,-38.28125,3,198916518,good
-8.984375,-38.28125,3,219448521,good
-8.984375,-38.28125,3,23746847,good
-8.984375,-38.28125,3,33521441,bad
-8.984375,-38.28125,3,217060371,good
-8.984375,-38.28125,3,5247783,good
-8.984375,-38.28125,3,121635512,good
-8.984375,-38.28125,3,43244576,good
-8.984375,-38.28125,3,148177143,good
-8.984375,-38.28125,3,195543975,good
-8.984375,-38.28125,3,92052268,good
-8.984375,-38.28125,3,107734757,good
-8.984375,-38.28125,3,130111643,bad
-8.984375,-38.28125,3,40559950,good
-8.984375,-38.28125,3,50172939,good
-8.984375,-38.28125,3,178538597,bad
-8.984375,-38.28125,3,9969573,good
-8.984375,-38.28125,3,126149098,good
-8.984375,-38.28125,3,220155832,good
-8.984375,-38.28125,3,63046395,good
-8.984375,-38.28125,3,20031549,good
-8.984375,-38.28125,3,209449274,bad
-8.984375,-38.28125,3,52983091,good
-8.984375,-38.28125,3,55985493,good
-8.984375,-38.28125,3,180870294,good
-8.984375,-38.28125,3,215530473,bad
-8.984375,-38.28125,3,176629354,good
-8.984375,-38.28125,3,202613055,good
-8.984375,-38.28125,3,204760591,bad
-8.984375,-38.28125,3,155898106,good
-8.984375,-38.28125,3,195892754,bad
-8.984375,-38.28125,3,19039275,bad
-8.984375,-38.28125,3,32877402,bad
-8.984375,-38.28125,3,150356869,bad
-8.984375,-38.28125,3,127862622,bad
-8.984375,-38.28125,3,150040008,bad
-8.984375,-38.28125,3,222000976,good
-8.984375,-38.28125,3,104155473,bad
-8.984375,-38.28125,3,53976846,good
-8.984375,-38.28125,3,91598534,good
-8.984375,-38.28125,3,39232139,good
-8.984375,-38.28125,3,143833904,good
-8.984375,-38.28125,3,109951617,good
-8.984375,-38.28125,3,78379743,good
-8.984375,-38.28125,3,98038142,good
-8.984375,-38.28125,3,121150727,bad
-8.984375,-38.28125,3,134604032,good
-8.984375,-38.28125,3,103556408,bad
-8.984375,-38.28125,3,85349548,good
-8.984375,-38.28125,3,130044218,good
-8.984375,-38.28125,3,103775343,bad
-8.984375,-38.28125,3,71324547,good
-8.984375,-38.28125,3,7203643,good
-8.984375,-38.28125,3,25034971,bad
-8.984375,-38.28125,3,42666132,good
-8.984375,-38.28125,3,192761504,bad
-8.984375,-38.28125,3,192199239,bad
-8.984375,-38.28125,3,133146877,bad
-8.984375,-38.28125,3,760206,good
-8.984375,-38.28125,3,131946659,bad
-8.984375,-38.28125,3,18821791,good
-8.984375,-38.28125,3,147755168,bad
-8.984375,-38.28125,3,160894321,good
-8.984375,-38.28125,3,200836971,good
-8.984375,-38.28125,3,140169705,good
-8.984375,-38.28125,3,59601535,bad
-8.984375,-38.28125,3,153415809,good
-8.984375,-38.28125,3,163450722,good
-8.984375,-38.28125,3,85534583,good
-8.984375,-38.28125,3,149380841,good
-8.984375,-38.28125,3,167134015,good
-8.984375,-38.28125,3,30255262,bad
-8.984375,-38.28125,3,48500208,good
-8.984375,-38.28125,3,179764848,good
-8.984375,-38.28125,3,45658682,bad
-8.984375,-38.28125,3,168174027,good
-8.984375,-38.28125,3,93471177,good
-8.984375,-38.28125,3,89222092,good
-8.984375,-38.28125,3,93043331,bad
-8.984375,-38.28125,3,204508121,good
-8.984375,-38.28125,3,160319470,bad
-8.984375,-38.28125,3,82306057,good
-8.984375,-38.28125,3,65972151,good
-8.984375,-38.28125,3,27722197,good
-8.984375,-38.28125,3,45283024,good
-8.984375,-38.28125,3,17621160,good
-8.984375,-38.28125,3,218424815,good
-8.984375,-38.28125,3,46712631,bad
-8.984375,-38.28125,3,208579338,good
-8.984375,-38.28125,3,115082393,good
-8.984375,-38.28125,3,100629890,good
-8.984375,-38.28125,3,42918822,good
-8.984375,-38.28125,3,183435851,good
-8.984375,-38.28125,3,9850874,good
-8.984375,-38.28125,3,181436002,good
-8.984375,-38.28125,3,139495918,good
-8.984375,-38.28125,3,176625225,good
-8.984375,-38.28125,3,64841388,good
-8.984375,-38.28125,3,109257164,good
-8.984375,-38.28125,3,43778119,good
-8.984375,-38.28125,3,199141735,bad
-8.984375,-38.28125,3,158516183,bad
-8.984375,-38.28125,3,3828632,good
-8.984375,-38.28125,3,93042267,good
-8.984375,-38.28125,3,131778148,good
-8.984375,-38.28125,3,135864286,bad
-8.984375,-38.28125,3,100813659,good
-8.984375,-38.28125,3,179029314,good
-8.984375,-38.28125,3,66359334,bad
-8.984375,-38.28125,3,66000764,good
-8.984375,-38.28125,3,43565078,bad
-8.984375,-38.28125,3,150811534,bad
-8.984375,-38.28125,3,18612013,bad
-8.984375,-38.28125,3,117905803,good
-8.984375,-38.28125,3,216166181,good
-8.984375,-38.28125,3,109377741,bad
-8.984375,-38.28125,3,207746661,good
-8.984375,-38.28125,3,199021517,good
-8.984375,-38.28125,3,129700744,good
-8.984375,-38.28125,3,15416503,good
-8.984375,-38.28125,3,77304254,bad
