[scope.glitch.width,scope.glitch.offset,scope.glitch.repeat,scope.glitch.ext_offset,good/bad/crash]
-8.984375,-38.28125,3,97045530,bad
-8.984375,-38.28125,3,125955974,bad
-8.984375,-38.28125,3,128978047,good
-8.984375,-38.28125,3,76486237,good
-8.984375,-38.28125,3,111924869,good
-8.984375,-38.28125,3,60839469,good
-8.984375,-38.28125,3,119926025,good
-8.984375,-38.28125,3,1571310,good
-8.984375,-38.28125,3,109928541,good
-8.984375,-38.28125,3,176551563,good
-8.984375,-38.28125,3,190858000,bad
-8.984375,-38.28125,3,69485963,good
-8.984375,-38.28125,3,63849698,good
-8.984375,-38.28125,3,170455421,good
-8.984375,-38.28125,3,59708121,good
-8.984375,-38.28125,3,2718814,bad
-8.984375,-38.28125,3,79617248,good
-8.984375,-38.28125,3,81079238,good
-8.984375,-38.28125,3,218751049,good
-8.984375,-38.28125,3,89942882,bad
-8.984375,-38.28125,3,178969963,good
-8.984375,-38.28125,3,38104551,good
-8.984375,-38.28125,3,199558742,bad
-8.984375,-38.28125,3,161627119,good
-8.984375,-38.28125,3,83244050,good
-8.984375,-38.28125,3,5954367,good
-8.984375,-38.28125,3,211860534,bad
-8.984375,-38.28125,3,59149933,good
-8.984375,-38.28125,3,161810619,good
-8.984375,-38.28125,3,68050001,bad
-8.984375,-38.28125,3,5468911,good
-8.984375,-38.28125,3,41328274,bad
-8.984375,-38.28125,3,216798358,good
-8.984375,-38.28125,3,162684801,bad
-8.984375,-38.28125,3,179158915,good
-8.984375,-38.28125,3,169370960,good
-8.984375,-38.28125,3,7346904,good
-8.984375,-38.28125,3,124749734,bad
-8.984375,-38.28125,3,122618183,bad
-8.984375,-38.28125,3,160708954,good
-8.984375,-38.28125,3,168241586,good
-8.984375,-38.28125,3,188855654,good
-8.984375,-38.28125,3,79517467,good
-8.984375,-38.28125,3,60219605,good
-8.984375,-38.28125,3,210091384,good
-8.984375,-38.28125,3,83158670,good
-8.984375,-38.28125,3,97115275,bad
-8.984375,-38.28125,3,69319442,good
-8.984375,-38.28125,3,112818391,bad
-8.984375,-38.28125,3,211480220,bad
-8.984375,-38.28125,3,23069460,good
-8.984375,-38.28125,3,93356629,good
-8.984375,-38.28125,3,132685713,good
-8.984375,-38.28125,3,113581289,good
-8.984375,-38.28125,3,138712202,bad
-8.984375,-38.28125,3,172609998,bad
-8.984375,-38.28125,3,46242237,good
-8.984375,-38.28125,3,151033722,good
-8.984375,-38.28125,3,78657493,bad
-8.984375,-38.28125,3,155358499,bad
