[isogeny,scope.glitch.width,scope.glitch.offset,scope.glitch.repeat,scope.glitch.ext_offset,good/bad/crash]
1,-8.984375,-38.28125,3,42446,good
1,-8.984375,-38.28125,3,19773,good
1,-8.984375,-38.28125,3,51751,bad
1,-8.984375,-38.28125,3,85320,good
1,-8.984375,-38.28125,3,6329,crash
1,-8.984375,-38.28125,3,9495,good
1,-8.984375,-38.28125,3,70240,good
1,-8.984375,-38.28125,3,12338,crash
1,-8.984375,-38.28125,3,47932,bad
1,-8.984375,-38.28125,3,76388,crash
1,-8.984375,-38.28125,3,7603,crash
1,-8.984375,-38.28125,3,66511,good
1,-8.984375,-38.28125,3,28141,good
1,-8.984375,-38.28125,3,4915,bad
1,-8.984375,-38.28125,3,11266,good
1,-8.984375,-38.28125,3,56839,good
1,-8.984375,-38.28125,3,54811,bad
1,-8.984375,-38.28125,3,9157,good
1,-8.984375,-38.28125,3,31545,good
1,-8.984375,-38.28125,3,11890,good
1,-8.984375,-38.28125,3,72227,crash
1,-8.984375,-38.28125,3,55643,crash
1,-8.984375,-38.28125,3,7748,good
1,-8.984375,-38.28125,3,74116,good
1,-8.984375,-38.28125,3,16227,crash
1,-8.984375,-38.28125,3,29261,crash
1,-8.984375,-38.28125,3,82658,good
1,-8.984375,-38.28125,3,82239,good
1,-8.984375,-38.28125,3,76415,good
1,-8.984375,-38.28125,3,8109,crash
1,-8.984375,-38.28125,3,75643,bad
1,-8.984375,-38.28125,3,76749,good
1,-8.984375,-38.28125,3,51994,bad
1,-8.984375,-38.28125,3,6500,good
1,-8.984375,-38.28125,3,28978,good
1,-8.984375,-38.28125,3,6106,crash
1,-8.984375,-38.28125,3,72964,bad
1,-8.984375,-38.28125,3,17456,crash
1,-8.984375,-38.28125,3,37960,good
1,-8.984375,-38.28125,3,54938,bad
1,-8.984375,-38.28125,3,18908,good
1,-8.984375,-38.28125,3,70869,crash
1,-8.984375,-38.28125,3,15440,good
1,-8.984375,-38.28125,3,74831,good
1,-8.984375,-38.28125,3,40434,good
1,-8.984375,-38.28125,3,73435,good
1,-8.984375,-38.28125,3,89392,good
1,-8.984375,-38.28125,3,23689,good
1,-8.984375,-38.28125,3,13508,good
1,-8.984375,-38.28125,3,76232,bad
1,-8.984375,-38.28125,3,74869,crash
1,-8.984375,-38.28125,3,83744,good
1,-8.984375,-38.28125,3,24625,good
1,-8.984375,-38.28125,3,48811,bad
1,-8.984375,-38.28125,3,12771,good
1,-8.984375,-38.28125,3,71794,bad
1,-8.984375,-38.28125,3,8230,crash
1,-8.984375,-38.28125,3,73973,good
1,-8.984375,-38.28125,3,7813,good
1,-8.984375,-38.28125,3,81135,good
1,-8.984375,-38.28125,3,26996,good
1,-8.984375,-38.28125,3,65067,good
1,-8.984375,-38.28125,3,89182,good
1,-8.984375,-38.28125,3,69694,bad
1,-8.984375,-38.28125,3,56046,crash
1,-8.984375,-38.28125,3,41176,good
1,-8.984375,-38.28125,3,61028,good
1,-8.984375,-38.28125,3,76751,crash
1,-8.984375,-38.28125,3,59400,bad
1,-8.984375,-38.28125,3,47394,crash
1,-8.984375,-38.28125,3,39292,good
1,-8.984375,-38.28125,3,32562,good
1,-8.984375,-38.28125,3,23563,crash
1,-8.984375,-38.28125,3,31995,good
1,-8.984375,-38.28125,3,10729,crash
1,-8.984375,-38.28125,3,75291,good
1,-8.984375,-38.28125,3,39355,good
1,-8.984375,-38.28125,3,68839,bad
1,-8.984375,-38.28125,3,64896,good
1,-8.984375,-38.28125,3,45021,bad
1,-8.984375,-38.28125,3,58830,crash
1,-8.984375,-38.28125,3,37741,good
1,-8.984375,-38.28125,3,79818,good
1,-8.984375,-38.28125,3,9595,good
1,-8.984375,-38.28125,3,15476,good
1,-8.984375,-38.28125,3,67101,good
1,-8.984375,-38.28125,3,54805,crash
1,-8.984375,-38.28125,3,21622,good
1,-8.984375,-38.28125,3,44834,crash
1,-8.984375,-38.28125,3,19921,good
1,-8.984375,-38.28125,3,64090,bad
1,-8.984375,-38.28125,3,55273,good
1,-8.984375,-38.28125,3,5139,good
1,-8.984375,-38.28125,3,87585,good
1,-8.984375,-38.28125,3,10174,crash
1,-8.984375,-38.28125,3,73149,good
1,-8.984375,-38.28125,3,75108,good
1,-8.984375,-38.28125,3,41124,good
1,-8.984375,-38.28125,3,44581,good
1,-8.984375,-38.28125,3,45899,bad
1,-8.984375,-38.28125,3,77906,good
1,-8.984375,-38.28125,3,65101,bad
1,-8.984375,-38.28125,3,76009,crash
1,-8.984375,-38.28125,3,59796,good
1,-8.984375,-38.28125,3,9013,crash
1,-8.984375,-38.28125,3,12268,crash
1,-8.984375,-38.28125,3,35382,good
1,-8.984375,-38.28125,3,62142,crash
1,-8.984375,-38.28125,3,87052,good
1,-8.984375,-38.28125,3,8520,crash
1,-8.984375,-38.28125,3,7953,good
1,-8.984375,-38.28125,3,40581,good
1,-8.984375,-38.28125,3,84821,bad
1,-8.984375,-38.28125,3,75753,crash
1,-8.984375,-38.28125,3,89292,good
1,-8.984375,-38.28125,3,58412,bad
1,-8.984375,-38.28125,3,37303,good
1,-8.984375,-38.28125,3,50567,bad
1,-8.984375,-38.28125,3,87642,good
1,-8.984375,-38.28125,3,45483,good
1,-8.984375,-38.28125,3,2958,good
1,-8.984375,-38.28125,3,60516,good
1,-8.984375,-38.28125,3,46592,crash
1,-8.984375,-38.28125,3,22027,good
1,-8.984375,-38.28125,3,80075,good
1,-8.984375,-38.28125,3,15348,good
1,-8.984375,-38.28125,3,64710,bad
